mjd,ks_mag,ks_err,z_mag,z_err,y_mag,y_err,j_mag,j_err,h_mag,h_err,seeing,exptime,skylevel,ellipticity,chi,ast_res_chisq,detected,filter
55990.381965,14.2728,0.0232,,,,,,,,,0.773,4.00,5919.17,0.0785,1.0300,0.1005,1,Ks
55990.382770,14.2760,0.0156,,,,,,,,,0.768,4.00,5893.60,0.0613,0.7300,0.2798,1,Ks
55993.378227,14.2170,0.0148,,,,,,,,,0.685,4.00,5013.07,0.1081,0.8200,2.2644,1,Ks
55993.378987,14.2236,0.0122,,,,,,,,,0.662,4.00,5014.55,0.1152,0.7800,2.2781,1,Ks
55995.351481,14.3786,0.0258,,,,,,,,,0.617,4.00,6694.63,0.0679,1.1800,1.8511,1,Ks
55995.352232,14.3965,0.0143,,,,,,,,,0.637,4.00,6707.62,0.0700,0.6600,1.9349,1,Ks
55996.364570,14.2963,0.0240,,,,,,,,,0.875,4.00,6421.35,0.1514,0.8500,1.2303,1,Ks
55996.365336,14.2151,0.0218,,,,,,,,,0.821,4.00,6420.91,0.0961,0.7400,0.7440,1,Ks
56012.403129,14.2351,0.0148,,,,,,,,,0.573,4.00,3950.58,0.0720,0.9300,0.2127,1,Ks
56012.404097,14.2237,0.0155,,,,,,,,,0.582,4.00,3957.54,0.0702,1.3800,1.9032,1,Ks
56013.367433,14.4313,0.0207,,,,,,,,,0.685,4.00,4573.50,0.0787,1.0900,0.2403,1,Ks
56013.368370,14.4816,0.0183,,,,,,,,,0.691,4.00,4576.48,0.0763,1.1600,0.7077,1,Ks
56014.320632,14.2736,0.0182,,,,,,,,,0.736,4.00,4704.04,0.0781,0.9600,2.2637,1,Ks
56014.321463,14.2429,0.0130,,,,,,,,,0.715,4.00,4699.77,0.1034,0.6800,3.6088,1,Ks
56014.403734,14.4395,0.0460,,,,,,,,,1.518,4.00,4342.57,0.1298,1.0400,12.1538,1,Ks
56014.404691,14.5498,0.0265,,,,,,,,,1.237,4.00,4344.17,0.1293,1.4400,2.3479,1,Ks
56016.308358,14.4995,0.0284,,,,,,,,,0.950,4.00,5859.29,0.0799,1.0300,0.9803,1,Ks
56020.360978,14.3751,0.0245,,,,,,,,,0.517,4.00,5399.58,0.0760,1.3500,0.3285,1,Ks
56020.361974,14.3839,0.0260,,,,,,,,,0.544,4.00,5331.75,0.0741,1.4900,1.8906,1,Ks
56049.299654,14.3505,0.0166,,,,,,,,,0.601,4.00,4867.70,0.0929,1.0300,4.1776,1,Ks
56049.300510,14.3557,0.0157,,,,,,,,,0.578,4.00,4873.38,0.0862,1.0600,0.2061,1,Ks
56054.374577,14.4411,0.0207,,,,,,,,,0.520,4.00,5532.80,0.0982,1.1700,0.6271,1,Ks
56054.375391,14.4320,0.0166,,,,,,,,,0.518,4.00,5511.59,0.0893,1.1200,0.8862,1,Ks
56064.380285,14.2415,0.0188,,,,,,,,,0.561,4.00,5402.33,0.0779,1.3900,0.2096,1,Ks
56064.381204,14.2328,0.0147,,,,,,,,,0.564,4.00,5394.63,0.0980,1.2400,0.7208,1,Ks
56075.321135,14.3111,0.0168,,,,,,,,,0.554,4.00,5107.92,0.0633,1.1000,3.5041,1,Ks
56075.322153,14.2994,0.0166,,,,,,,,,0.596,4.00,5137.19,0.0594,1.0700,0.8356,1,Ks
56076.346221,14.4554,0.0189,,,,,,,,,0.789,4.00,5415.16,0.0777,0.9900,1.4328,1,Ks
56076.347207,14.4177,0.0165,,,,,,,,,0.782,4.00,5429.02,0.0691,0.6900,0.2330,1,Ks
56121.270739,14.2912,0.0228,,,,,,,,,0.841,4.00,4451.38,0.0615,0.8300,0.2738,1,Ks
56121.271633,14.2997,0.0199,,,,,,,,,0.868,4.00,4437.97,0.0637,0.7000,0.6169,1,Ks
56152.081391,14.2557,0.0433,,,,,,,,,1.535,4.00,4095.15,0.0781,0.5800,14.8235,1,Ks
56152.082213,14.2732,0.0285,,,,,,,,,1.011,4.00,4062.73,0.0781,0.6300,0.5790,1,Ks
56153.064871,14.2431,0.0163,,,,,,,,,0.569,4.00,4286.92,0.0661,1.2200,0.1076,1,Ks
56153.065843,14.2720,0.0121,,,,,,,,,0.590,4.00,4303.58,0.0683,0.9400,0.2731,1,Ks
56153.107791,14.2544,0.0263,,,,,,,,,0.549,4.00,4316.38,0.1011,1.5800,2.3534,1,Ks
56153.108579,14.2294,0.0150,,,,,,,,,0.569,4.00,4281.25,0.0822,1.0800,0.1927,1,Ks
56172.120988,14.2300,0.0187,,,,,,,,,0.747,4.00,5273.02,0.0746,0.9500,0.1730,1,Ks
56172.121797,14.2427,0.0136,,,,,,,,,0.705,4.00,5333.97,0.0594,0.6800,0.2799,1,Ks
56173.145933,14.3089,0.0211,,,,,,,,,0.813,4.00,5138.28,0.0650,0.8100,0.0574,1,Ks
56184.068485,14.4818,0.0165,,,,,,,,,0.720,4.00,5295.50,0.0576,0.9100,0.6968,1,Ks
56184.069261,14.4691,0.0182,,,,,,,,,0.632,4.00,5308.58,0.0749,0.9400,1.9652,1,Ks
56185.134434,14.4434,0.0332,,,,,,,,,1.097,4.00,5706.94,0.0548,0.8000,2.4787,1,Ks
56185.135242,14.5264,0.0520,,,,,,,,,1.131,4.00,5810.08,0.0948,1.1200,7.4771,1,Ks
56197.086687,14.2521,0.0171,,,,,,,,,0.816,4.00,5396.12,0.0938,0.6600,0.2204,1,Ks
56197.087503,14.2798,0.0202,,,,,,,,,0.824,4.00,5358.27,0.0911,0.7900,0.7324,1,Ks
56223.024356,14.2922,0.0183,,,,,,,,,0.770,4.00,5176.04,0.0990,0.7200,1.7239,1,Ks
56223.025141,14.2761,0.0242,,,,,,,,,0.823,4.00,5202.25,0.0971,0.6500,0.3697,1,Ks
56233.002559,14.2457,0.0171,,,,,,,,,0.690,4.00,5617.46,0.0774,0.8900,1.5994,1,Ks
56233.003335,14.2595,0.0125,,,,,,,,,0.641,4.00,5637.20,0.0776,0.8500,3.3099,1,Ks
56344.396321,14.3465,0.0228,,,,,,,,,0.593,4.00,5875.58,0.0818,1.5000,1.1506,1,Ks
56344.397087,14.3611,0.0220,,,,,,,,,0.574,4.00,5854.74,0.0925,1.4500,3.1664,1,Ks
56346.403608,14.2867,0.0186,,,,,,,,,0.648,4.00,5477.58,0.0794,1.1700,1.2220,1,Ks
56346.404388,14.2819,0.0158,,,,,,,,,0.624,4.00,5471.47,0.0732,0.9500,7.5178,1,Ks
56351.400343,14.2614,0.0155,,,,,,,,,0.644,4.00,5343.50,0.0945,1.0300,0.9346,1,Ks
56351.401125,14.2476,0.0205,,,,,,,,,0.613,4.00,5331.94,0.0715,1.3600,0.1859,1,Ks
56354.402899,14.2343,0.0182,,,,,,,,,0.673,4.00,6137.73,0.0965,1.0500,2.8390,1,Ks
56354.403705,14.2188,0.0145,,,,,,,,,0.611,4.00,6086.65,0.0657,1.0400,2.5867,1,Ks
56469.308770,14.2703,0.0243,,,,,,,,,1.043,4.00,3434.22,0.0449,0.6000,1.0802,1,Ks
56469.309541,14.3073,0.0261,,,,,,,,,1.021,4.00,3440.05,0.0679,0.5400,0.8179,1,Ks
56486.118638,14.4628,0.0166,,,,,,,,,0.733,4.00,4265.90,0.0622,0.7600,0.1801,1,Ks
56486.119457,14.4711,0.0144,,,,,,,,,0.711,4.00,4254.34,0.0563,0.6900,2.4920,1,Ks
56512.138136,14.4517,0.0168,,,,,,,,,0.771,4.00,4367.58,0.0707,0.8100,0.1067,1,Ks
56512.138957,14.4573,0.0145,,,,,,,,,0.658,4.00,4337.67,0.0715,0.7000,2.3215,1,Ks
56513.029836,14.2354,0.0202,,,,,,,,,0.787,4.00,5496.98,0.0630,1.0500,0.1928,1,Ks
56513.030643,14.2565,0.0191,,,,,,,,,0.823,4.00,5422.29,0.0650,0.6700,1.8323,1,Ks
56519.008335,14.3364,0.0148,,,,,,,,,0.713,4.00,5167.28,0.1814,1.1100,2.3153,1,Ks
56519.009158,14.3106,0.0210,,,,,,,,,0.697,4.00,5127.39,0.1614,1.0800,3.2082,1,Ks
56525.080875,14.2281,0.0155,,,,,,,,,0.608,4.00,5307.65,0.0900,0.9500,0.7692,1,Ks
56525.081694,14.2756,0.0191,,,,,,,,,0.565,4.00,5310.77,0.0767,1.2500,0.3436,1,Ks
56537.069636,14.4306,0.0146,,,,,,,,,0.653,4.00,5069.17,0.0717,0.7300,0.3704,1,Ks
56537.070438,14.4145,0.0133,,,,,,,,,0.691,4.00,5058.75,0.0615,0.7400,0.2604,1,Ks
56538.132121,14.4415,0.0154,,,,,,,,,0.771,4.00,4526.37,0.0745,0.6900,0.7918,1,Ks
56538.132938,14.4480,0.0192,,,,,,,,,0.803,4.00,4511.67,0.0642,0.7200,0.2315,1,Ks
56552.129145,14.3306,0.0295,,,,,,,,,0.905,4.00,4221.76,0.0773,0.7200,0.0436,1,Ks
56552.129958,14.2950,0.0231,,,,,,,,,0.783,4.00,3930.85,0.0555,0.8400,0.1182,1,Ks
56586.036723,14.3405,0.0192,,,,,,,,,0.816,4.00,5866.66,0.1173,0.7400,1.5502,1,Ks
56586.037515,14.3729,0.0215,,,,,,,,,0.801,4.00,5857.96,0.0900,0.9800,0.6238,1,Ks
56587.030864,14.2288,0.0191,,,,,,,,,0.802,4.00,6135.50,0.1029,0.9400,1.5645,1,Ks
56587.031646,14.2145,0.0191,,,,,,,,,0.751,4.00,6112.52,0.1005,0.8100,1.5112,1,Ks
56742.375767,14.4134,0.0187,,,,,,,,,0.629,4.00,4886.63,0.0874,0.8900,1.5449,1,Ks
56742.376597,14.4322,0.0200,,,,,,,,,0.651,4.00,4918.71,0.0799,1.0500,0.3735,1,Ks
56745.324623,14.4314,0.0264,,,,,,,,,1.007,4.00,4515.42,0.0734,0.7500,0.7713,1,Ks
56798.215064,14.1742,0.0359,,,,,,,,,1.037,4.00,3971.80,0.0571,0.9700,2.6860,1,Ks
56798.215905,14.2662,0.0228,,,,,,,,,0.934,4.00,3988.25,0.0657,0.5100,1.3787,1,Ks
56803.387446,14.3350,0.0232,,,,,,,,,0.979,4.00,3889.78,0.0522,0.7300,0.9521,1,Ks
56803.388275,14.3363,0.0305,,,,,,,,,0.960,4.00,3909.52,0.0588,1.0000,12.0911,1,Ks
56814.218500,14.3303,0.0271,,,,,,,,,0.821,4.00,3781.93,0.0638,0.7900,1.5935,1,Ks
56814.220703,14.3297,0.0284,,,,,,,,,0.738,4.00,3770.83,0.0681,0.7600,0.2443,1,Ks
56817.185163,14.3183,0.0140,,,,,,,,,0.669,4.00,4441.21,0.0678,0.7300,0.5555,1,Ks
56817.185999,14.3076,0.0131,,,,,,,,,0.632,4.00,4503.69,0.0746,0.8600,4.0465,1,Ks
56828.199869,14.2776,0.0169,,,,,,,,,0.902,4.00,5141.15,0.0857,0.7000,0.8103,1,Ks
56828.200748,14.2165,0.0215,,,,,,,,,0.915,4.00,5130.16,0.0923,0.7500,0.3855,1,Ks
56829.190885,14.4398,0.0161,,,,,,,,,0.838,4.00,4351.44,0.0587,0.6300,0.5057,1,Ks
56829.191840,14.4519,0.0182,,,,,,,,,0.847,4.00,4381.44,0.1094,0.6400,0.0155,1,Ks
56831.089205,14.4374,0.0507,,,,,,,,,1.040,4.00,5467.58,0.0737,1.4400,3.5409,1,Ks
56832.107336,14.4226,0.0248,,,,,,,,,0.723,4.00,4490.00,0.0588,1.1000,1.0602,1,Ks
56832.108131,14.4572,0.0329,,,,,,,,,0.775,4.00,4473.31,0.0667,0.8300,0.4541,1,Ks
56834.074454,14.2967,0.0189,,,,,,,,,0.874,4.00,3809.52,0.0911,0.7400,1.8779,1,Ks
56834.075246,14.3027,0.0162,,,,,,,,,0.846,4.00,3795.55,0.0759,0.6900,1.3666,1,Ks
56837.082938,14.2174,0.0184,,,,,,,,,0.895,4.00,4376.50,0.0912,0.8100,2.3724,1,Ks
56837.083763,14.2614,0.0256,,,,,,,,,0.968,4.00,4362.00,0.0855,0.6100,0.2978,1,Ks
56842.048301,14.4475,0.0206,,,,,,,,,0.797,4.00,4660.23,0.0747,0.7100,0.2736,1,Ks
56842.209637,14.2475,0.0165,,,,,,,,,0.825,4.00,3486.43,0.0776,0.6900,0.5589,1,Ks
56842.210445,14.2659,0.0231,,,,,,,,,0.951,4.00,3523.79,0.0838,0.6700,0.6655,1,Ks
56852.099378,14.2515,0.0171,,,,,,,,,0.692,4.00,5793.81,0.0556,0.9100,2.4168,1,Ks
56852.100171,14.2292,0.0184,,,,,,,,,0.736,4.00,5726.24,0.0514,0.9200,1.4962,1,Ks
56869.162272,14.4726,0.0856,,,,,,,,,0.641,4.00,5833.29,0.0787,1.9100,0.4085,1,Ks
56869.163066,14.3544,0.0706,,,,,,,,,0.716,4.00,5911.05,0.1321,1.7500,0.1022,1,Ks
56870.213628,14.4112,0.0194,,,,,,,,,0.733,4.00,5113.91,0.0623,0.7800,0.4645,1,Ks
56870.214463,14.4211,0.0206,,,,,,,,,0.745,4.00,5116.14,0.0821,0.9500,0.3021,1,Ks
56871.050146,14.3249,0.0168,,,,,,,,,0.820,4.00,5922.38,0.0540,0.6600,1.6971,1,Ks
56871.050958,14.3311,0.0249,,,,,,,,,0.854,4.00,5920.45,0.0554,0.7100,2.0713,1,Ks
56953.019610,14.4847,0.0221,,,,,,,,,0.730,4.00,6990.82,0.0709,1.0400,0.5746,1,Ks
56953.020431,14.4179,0.0262,,,,,,,,,0.830,4.00,6944.46,0.0780,0.9000,0.2730,1,Ks
56954.023078,14.3306,0.0164,,,,,,,,,0.737,4.00,7925.23,0.0611,0.7600,1.0519,1,Ks
56954.023978,14.3437,0.0187,,,,,,,,,0.758,4.00,7897.25,0.0653,1.0400,4.1675,1,Ks
57164.229820,,,,,14.9455,0.0089,,,,,0.708,10.00,511.96,0.0797,0.8400,3.4751,1,Y
57164.230944,,,,,14.9408,0.0074,,,,,0.735,10.00,507.02,0.0717,0.6000,4.0793,1,Y
57164.233336,,,15.1994,0.0081,,,,,,,0.763,10.00,177.01,0.0805,0.7700,3.2758,1,Z
57164.234453,,,15.1997,0.0092,,,,,,,0.816,10.00,170.99,0.0672,0.6700,2.6294,1,Z
57247.047278,14.4094,0.0184,,,,,,,,,0.859,4.00,3482.90,0.0571,0.6700,0.1700,1,Ks
57247.049460,14.3695,0.0302,,,,,,,,,1.074,4.00,3552.54,0.0567,0.6400,0.6535,1,Ks
57262.026528,14.4443,0.0182,,,,,,,,,0.847,4.00,6031.05,0.0684,0.7800,1.6309,1,Ks
57262.027372,14.4629,0.0192,,,,,,,,,0.766,4.00,6045.19,0.0632,0.8000,2.4838,1,Ks
57262.030108,,,,,,,14.8573,0.0093,,,0.865,6.00,2055.71,0.1147,0.6200,0.5669,1,J
57262.031470,,,,,,,14.8518,0.0072,,,0.891,6.00,2054.62,0.1342,0.3700,0.3773,1,J
57271.051672,14.2868,0.0163,,,,,,,,,0.634,4.00,4961.07,0.0724,0.9500,1.6433,1,Ks
57271.052373,14.2989,0.0216,,,,,,,,,0.669,4.00,4974.71,0.0819,1.1600,0.1531,1,Ks
57272.066064,14.1761,0.0336,,,,,,,,,1.286,4.00,4484.06,0.1636,0.6700,11.8191,1,Ks
57272.066806,14.1780,0.0360,,,,,,,,,1.293,4.00,4526.28,0.0824,0.7200,11.0179,1,Ks
57272.119095,14.0768,0.0451,,,,,,,,,1.493,4.00,4655.23,0.0545,0.7900,6.5640,1,Ks
57272.119808,14.2177,0.0466,,,,,,,,,1.687,4.00,4679.85,0.0881,0.4900,8.4756,1,Ks
57275.064367,14.2813,0.0191,,,,,,,,,0.939,4.00,4587.39,0.1201,0.5500,1.3846,1,Ks
57275.065625,14.3009,0.0232,,,,,,,,,0.977,4.00,4567.80,0.0697,0.6300,0.3044,1,Ks
57592.102843,14.2567,0.0174,,,,,,,,,0.602,4.00,4444.79,0.1268,1.5100,5.1549,1,Ks
57592.103691,14.2550,0.0183,,,,,,,,,0.605,4.00,4455.60,0.0998,1.2400,0.4392,1,Ks
57856.295080,14.2637,0.0201,,,,,,,,,0.858,4.00,5759.90,0.1077,0.8300,0.1201,1,Ks
57856.295935,14.2339,0.0323,,,,,,,,,1.022,4.00,5767.23,0.0568,1.0200,10.0306,1,Ks
58723.175974,14.3017,0.0349,,,,,,,,,1.041,4.00,6504.56,0.0721,1.0900,3.3554,1,Ks
58723.176758,14.1333,0.0446,,,,,,,,,1.189,4.00,6473.77,0.0451,0.8700,15.5796,1,Ks
56016.307537,,,,,,,,,,,1.121,4.00,5824.50,0.1045,,,0,Ks
56173.146708,,,,,,,,,,,0.850,4.00,5116.12,0.0765,,,0,Ks
56563.095728,,,,,,,,,,,1.136,4.00,4303.50,0.0680,,,0,Ks
56563.096498,,,,,,,,,,,1.090,4.00,4321.92,0.0678,,,0,Ks
56745.325440,,,,,,,,,,,0.927,4.00,4513.16,0.0784,,,0,Ks
56831.088412,,,,,,,,,,,1.010,4.00,5458.16,0.0802,,,0,Ks
56842.047485,,,,,,,,,,,1.088,4.00,4704.15,0.0646,,,0,Ks
