mjd,ks_mag,ks_err,z_mag,z_err,y_mag,y_err,j_mag,j_err,h_mag,h_err,seeing,exptime,skylevel,ellipticity,chi,ast_res_chisq,detected,filter
56379.259253,13.5928,0.0146,,,,,,,,,0.628,4.00,5208.04,0.1166,1.6400,0.9343,1,Ks
56379.260845,13.5844,0.0137,,,,,,,,,0.731,4.00,5222.38,0.1403,1.0200,0.0858,1,Ks
56408.020530,13.6513,0.0149,,,,,,,,,0.759,4.00,6861.61,0.0908,0.7400,2.1127,1,Ks
56408.021379,13.6570,0.0156,,,,,,,,,0.695,4.00,6891.15,0.0962,0.8800,1.8533,1,Ks
56418.169413,13.8256,0.0115,,,,,,,,,0.640,4.00,6912.49,0.0958,0.7800,0.0441,1,Ks
56418.170211,13.8035,0.0190,,,,,,,,,0.667,4.00,6850.10,0.0757,1.0600,0.7786,1,Ks
56419.224723,13.6705,0.0186,,,,,,,,,0.565,4.00,5750.13,0.0735,1.4200,1.8661,1,Ks
56419.225459,13.6945,0.0169,,,,,,,,,0.608,4.00,5760.82,0.0702,1.2400,0.0968,1,Ks
56425.211975,13.6128,0.0341,,,,,,,,,1.328,4.00,4581.38,0.0697,0.4900,0.0996,1,Ks
56425.212778,13.6256,0.0265,,,,,,,,,1.295,4.00,4606.04,0.0571,0.5400,2.0613,1,Ks
56428.179855,13.8665,0.0205,,,,,,,,,0.895,4.00,4431.56,0.1012,0.6200,0.1922,1,Ks
56428.180586,13.8533,0.0159,,,,,,,,,1.033,4.00,4464.64,0.1275,0.6000,0.6178,1,Ks
56432.009456,13.6442,0.0135,,,,,,,,,0.714,4.00,4991.56,0.0644,0.9600,2.7039,1,Ks
56432.010286,13.6008,0.0142,,,,,,,,,0.754,4.00,5005.60,0.0582,0.8600,3.7466,1,Ks
56438.134752,13.6532,0.0197,,,,,,,,,1.078,4.00,4406.67,0.1479,0.4600,1.4475,1,Ks
56438.135598,13.6391,0.0128,,,,,,,,,0.940,4.00,4439.75,0.0820,0.5100,3.7291,1,Ks
56438.973352,13.6112,0.0223,,,,,,,,,1.152,4.00,4795.55,0.0708,0.5300,0.2235,1,Ks
56438.974180,13.6130,0.0183,,,,,,,,,1.120,4.00,4763.39,0.0627,0.6000,4.9496,1,Ks
56445.161319,13.7336,0.0191,,,,,,,,,0.915,4.00,4964.67,0.0699,0.7400,1.3090,1,Ks
56445.162083,13.7298,0.0142,,,,,,,,,0.980,4.00,5028.56,0.0823,0.5800,1.8235,1,Ks
56448.158471,13.6156,0.0104,,,,,,,,,0.774,4.00,5492.05,0.0605,0.6500,0.7696,1,Ks
56448.159294,13.6100,0.0153,,,,,,,,,0.896,4.00,5465.45,0.0671,0.7400,6.9231,1,Ks
56450.181759,13.6631,0.0208,,,,,,,,,0.718,4.00,6827.86,0.0714,1.4200,1.9695,1,Ks
56450.182587,13.6459,0.0143,,,,,,,,,0.722,4.00,6861.69,0.0746,0.9000,0.2526,1,Ks
56454.125022,13.5718,0.0151,,,,,,,,,0.635,4.00,5015.96,0.0942,0.7600,0.1663,1,Ks
56454.125878,13.5794,0.0162,,,,,,,,,0.579,4.00,4966.24,0.0800,1.3100,10.4594,1,Ks
56454.164826,13.5826,0.0212,,,,,,,,,0.681,4.00,4740.79,0.0821,1.3600,0.0253,1,Ks
56454.165699,13.5890,0.0194,,,,,,,,,0.728,4.00,4743.75,0.0750,1.2400,6.3787,1,Ks
56454.968243,13.5956,0.0180,,,,,,,,,0.825,4.00,5797.79,0.0768,0.8300,2.7392,1,Ks
56454.969051,13.6022,0.0173,,,,,,,,,0.928,4.00,5707.92,0.1714,0.6700,1.2788,1,Ks
56798.004605,13.5885,0.0198,,,,,,,,,1.074,4.00,6680.87,0.0560,0.5400,0.0629,1,Ks
56798.005480,13.5756,0.0143,,,,,,,,,0.941,4.00,6689.71,0.0759,0.7000,1.8776,1,Ks
56798.018229,13.5710,0.0255,,,,,,,,,1.190,4.00,6419.46,0.0671,0.6200,0.6495,1,Ks
56798.019072,13.5534,0.0149,,,,,,,,,0.921,4.00,6417.23,0.0618,0.8400,0.9947,1,Ks
56803.960070,13.7055,0.0132,,,,,,,,,0.861,4.00,5293.76,0.0814,0.7500,1.8664,1,Ks
56803.960853,13.7156,0.0170,,,,,,,,,0.954,4.00,5292.84,0.0794,0.7900,0.9046,1,Ks
56803.978259,13.6459,0.0266,,,,,,,,,0.911,4.00,5333.11,0.0589,0.9300,0.4494,1,Ks
56803.979060,13.6573,0.0182,,,,,,,,,0.861,4.00,5331.63,0.0552,0.9300,0.6401,1,Ks
56803.990911,13.6150,0.0141,,,,,,,,,0.814,4.00,5046.25,0.0549,0.6800,2.2693,1,Ks
56803.991751,13.5967,0.0131,,,,,,,,,0.747,4.00,5063.46,0.0621,0.9600,6.0269,1,Ks
56804.003855,13.5945,0.0186,,,,,,,,,0.755,4.00,5104.63,0.0607,0.8500,2.2589,1,Ks
56804.004708,13.5936,0.0115,,,,,,,,,0.804,4.00,5057.34,0.0608,0.7400,3.2507,1,Ks
56804.016863,13.5784,0.0164,,,,,,,,,0.701,4.00,4997.42,0.0476,0.6300,0.7879,1,Ks
56804.017886,13.6084,0.0175,,,,,,,,,0.812,4.00,5032.83,0.0489,0.9100,0.2147,1,Ks
56804.031751,13.5683,0.0123,,,,,,,,,0.749,4.00,4704.71,0.0597,0.7700,1.2417,1,Ks
56804.032567,13.5844,0.0170,,,,,,,,,0.956,4.00,4728.46,0.0768,0.5900,1.6073,1,Ks
57115.087282,13.8773,0.0198,,,,,,,,,0.778,4.00,6711.71,0.0748,1.1500,0.5021,1,Ks
57115.088118,13.8551,0.0186,,,,,,,,,0.822,4.00,6663.47,0.0702,0.7600,8.3149,1,Ks
57118.121711,13.6002,0.0174,,,,,,,,,0.688,4.00,7254.54,0.0745,1.0600,1.2565,1,Ks
57118.122513,13.5888,0.0125,,,,,,,,,0.698,4.00,7232.23,0.0598,0.8200,1.8017,1,Ks
57118.153348,13.6699,0.0145,,,,,,,,,0.791,4.00,7032.56,0.0546,0.8900,1.9526,1,Ks
57118.154165,13.6475,0.0140,,,,,,,,,0.758,4.00,7000.23,0.0606,1.0000,1.1976,1,Ks
57138.098338,13.6812,0.0183,,,,,,,,,0.928,4.00,5612.19,0.0708,0.6900,1.5938,1,Ks
57138.099177,13.6536,0.0108,,,,,,,,,0.908,4.00,5613.01,0.0711,0.5700,1.9023,1,Ks
57141.265465,,,,,14.2658,0.0077,,,,,0.869,10.00,315.26,0.0614,0.8400,0.3936,1,Y
57141.266810,,,,,14.2679,0.0077,,,,,0.835,10.00,324.88,0.0654,0.8900,0.6029,1,Y
57141.270574,,,14.4606,0.0062,,,,,,,0.840,10.00,158.60,0.0854,0.7000,0.8559,1,Z
57141.271832,,,14.4785,0.0066,,,,,,,0.799,10.00,157.60,0.0810,0.8000,1.3600,1,Z
57151.978608,13.6343,0.0165,,,,,,,,,0.893,4.00,6107.67,0.0442,0.6200,7.9367,1,Ks
57151.979442,13.6180,0.0170,,,,,,,,,0.993,4.00,6142.12,0.0855,0.7100,0.1874,1,Ks
57177.088817,,,,,,,,,13.8114,0.0123,0.987,10.00,9417.26,0.0896,0.4400,1.1411,1,H
57177.090513,,,,,,,,,13.8171,0.0116,1.085,10.00,9221.46,0.0819,0.7200,0.2498,1,H
57177.094096,13.6895,0.0089,,,,,,,,,1.111,10.00,15372.57,0.0581,0.4600,0.1431,1,Ks
57177.100119,,,,,,,14.0835,0.0136,,,1.047,10.00,1503.01,0.0548,0.4700,2.1105,1,J
57177.101954,,,,,,,14.0793,0.0091,,,0.985,10.00,1485.55,0.0933,0.6100,0.4691,1,J
57585.024430,13.6007,0.0308,,,,,,,,,1.323,4.00,4638.77,0.0586,0.5900,0.2788,1,Ks
57585.025220,13.5979,0.0235,,,,,,,,,1.253,4.00,4658.17,0.0632,0.5100,0.6181,1,Ks
57612.987511,13.8419,0.0149,,,,,,,,,0.835,4.00,5699.65,0.0796,0.7700,0.0554,1,Ks
57612.988328,13.8345,0.0191,,,,,,,,,0.809,4.00,5702.21,0.0888,1.0000,2.1137,1,Ks
57928.982475,13.7511,0.0153,,,,,,,,,0.743,4.00,5635.56,0.0701,0.9200,1.2963,1,Ks
57928.983122,13.7607,0.0141,,,,,,,,,0.714,4.00,5643.14,0.0653,1.0100,1.4186,1,Ks
57933.020161,13.8191,0.0186,,,,,,,,,0.906,4.00,4549.27,0.1127,0.9100,0.1233,1,Ks
57933.020826,13.8490,0.0124,,,,,,,,,0.939,4.00,4614.81,0.0441,0.6100,0.4933,1,Ks
58212.311079,13.6696,0.0391,,,,,,,,,1.362,4.00,5068.35,0.0938,0.8300,1.8866,1,Ks
58212.311809,13.6805,0.0210,,,,,,,,,1.064,4.00,5063.74,0.0671,0.6700,0.6412,1,Ks
58250.031178,13.7138,0.0348,,,,,,,,,1.292,4.00,6791.65,0.0899,0.8300,0.5758,1,Ks
58250.031853,13.7239,0.0205,,,,,,,,,1.145,4.00,6769.75,0.0678,0.6100,3.4068,1,Ks
58251.973910,13.8914,0.0356,,,,,,,,,0.926,4.00,6892.40,0.1688,1.5300,1.5068,1,Ks
58251.980247,13.8619,0.0392,,,,,,,,,0.848,4.00,7021.36,0.1041,1.0400,0.9314,1,Ks
58251.980975,13.9183,0.0296,,,,,,,,,0.803,4.00,6988.77,0.0851,1.1500,5.1546,1,Ks
58701.998470,13.7742,0.0178,,,,,,,,,0.762,4.00,5425.63,0.1096,1.2700,0.2243,1,Ks
58701.999165,13.7436,0.0209,,,,,,,,,0.762,4.00,5401.69,0.0831,1.4800,0.9985,1,Ks
58703.996312,13.8146,0.0214,,,,,,,,,1.151,4.00,4914.73,0.1010,0.8300,6.1037,1,Ks
58704.989724,13.6070,0.0288,,,,,,,,,1.308,4.00,4265.37,0.0691,0.5200,0.3240,1,Ks
58704.990409,13.6313,0.0302,,,,,,,,,1.282,4.00,4280.62,0.1421,0.6800,2.7918,1,Ks
57177.095771,,,,,,,,,,,1.013,10.00,15366.57,0.0719,,,0,Ks
58703.995594,,,,,,,,,,,1.689,4.00,4935.79,0.1075,,,0,Ks
