mjd,ks_mag,ks_err,z_mag,z_err,y_mag,y_err,j_mag,j_err,h_mag,h_err,seeing,exptime,skylevel,ellipticity,chi,ast_res_chisq,detected,filter
56923.042736,15.3807,0.0596,,,,,,,,,0.710,4.00,4867.75,0.0865,2.1900,0.0776,1,Ks
56923.043874,15.3569,0.0585,,,,,,,,,0.689,4.00,4854.91,0.1081,2.0100,2.2557,1,Ks
57102.394738,15.2148,0.0468,,,,,,,,,0.761,4.00,5849.38,0.1147,1.9300,0.9289,1,Ks
57102.395570,15.2176,0.0515,,,,,,,,,0.731,4.00,5911.46,0.0971,1.9300,0.4940,1,Ks
57172.097158,15.2242,0.0432,,,,,,,,,0.706,4.00,5508.06,0.0630,1.4900,0.3313,1,Ks
57172.097936,15.1930,0.0642,,,,,,,,,0.689,4.00,5638.25,0.0637,1.8800,0.0209,1,Ks
57238.222097,15.1340,0.0444,,,,,,,,,0.804,4.00,5467.23,0.0855,1.6100,0.2754,1,Ks
57238.222827,15.1732,0.0371,,,,,,,,,0.835,4.00,5447.59,0.0768,1.2200,0.0774,1,Ks
57252.190611,15.1727,0.0750,,,,,,,,,1.097,4.00,4448.38,0.0567,1.1700,1.8239,1,Ks
57252.191330,15.2546,0.1372,,,,,,,,,1.297,4.00,4478.52,0.0751,1.4300,5.5479,1,Ks
57261.081513,15.3423,0.1304,,,,,,,,,1.348,4.00,4973.69,0.0530,1.5000,7.9504,1,Ks
57261.082202,15.6195,0.1938,,,,,,,,,1.328,4.00,5011.85,0.0579,1.4800,4.0281,1,Ks
57262.064555,,,,,,,,,15.7440,0.0594,0.750,4.00,7229.77,0.0717,2.9100,1.2322,1,H
57262.065229,,,,,,,,,15.7304,0.0602,0.834,4.00,7396.57,0.0641,1.9600,0.1086,1,H
57262.066972,15.4113,0.0620,,,,,,,,,0.707,4.00,5828.73,0.0745,2.2800,1.3636,1,Ks
57262.067686,15.4522,0.0708,,,,,,,,,0.745,4.00,5916.16,0.0660,2.1400,0.8132,1,Ks
57262.070079,,,,,,,16.3354,0.0674,,,0.918,6.00,1649.42,0.0640,1.2500,1.5434,1,J
57262.071880,,,,,,,16.3299,0.0332,,,0.828,6.00,1795.02,0.0632,1.1200,0.0280,1,J
57280.014462,,,,,17.0951,0.0861,,,,,0.693,10.00,469.33,0.0722,1.4900,0.1202,1,Y
57280.015395,,,,,17.0674,0.0770,,,,,0.677,10.00,467.79,0.0834,1.3100,0.4396,1,Y
57280.017565,,,17.7857,0.0665,,,,,,,0.668,10.00,185.79,0.0883,1.1500,1.0354,1,Z
57280.018515,,,17.7922,0.0481,,,,,,,0.729,10.00,184.15,0.0741,0.7800,0.5450,1,Z
57575.228706,15.1516,0.0745,,,,,,,,,0.983,4.00,3364.82,0.0545,1.0700,1.9655,1,Ks
57575.229551,15.2504,0.0996,,,,,,,,,1.117,4.00,3384.00,0.0828,1.0200,0.4699,1,Ks
57864.395971,15.2845,0.0700,,,,,,,,,0.604,4.00,5049.87,0.1341,2.4600,0.3078,1,Ks
57864.396831,15.2966,0.0656,,,,,,,,,0.633,4.00,5055.06,0.1188,2.6100,0.7957,1,Ks
55458.064609,,,,,,,,,,,1.690,10.00,292.31,0.0521,,,0,Z
55804.122707,,,,,,,,,,,0.632,4.00,5636.77,0.1104,,,0,Ks
56063.378202,,,,,,,,,,,1.413,4.00,4490.67,0.0836,,,0,Ks
56156.077194,,,,,,,,,,,1.528,4.00,3357.53,0.0520,,,0,Ks
56810.159924,,,,,,,,,,,0.594,4.00,5592.08,0.0816,,,0,Ks
