mjd,ks_mag,ks_err,z_mag,z_err,y_mag,y_err,j_mag,j_err,h_mag,h_err,seeing,exptime,skylevel,ellipticity,chi,ast_res_chisq,detected,filter
55806.054041,13.7385,0.0211,,,,,,,,,0.587,4.00,5888.37,0.0829,1.5000,0.7288,1,Ks
55806.054893,13.7615,0.0184,,,,,,,,,0.658,4.00,5862.21,0.0854,1.1800,0.7044,1,Ks
55822.097056,13.8582,0.0259,,,,,,,,,0.692,4.00,4130.98,0.1136,1.2700,0.4040,1,Ks
55822.098026,13.8535,0.0189,,,,,,,,,0.757,4.00,4141.48,0.1153,1.2000,1.9137,1,Ks
55832.011048,13.9264,0.0359,,,,,,,,,1.037,4.00,6696.31,0.1029,1.2500,0.8557,1,Ks
55832.011857,13.8254,0.0316,,,,,,,,,0.924,4.00,6670.62,0.1049,1.2100,1.8702,1,Ks
55835.007214,14.0535,0.0251,,,,,,,,,0.776,4.00,5329.39,0.0937,1.2300,0.4841,1,Ks
55835.008064,14.0375,0.0201,,,,,,,,,0.729,4.00,5318.67,0.0914,1.2500,1.9154,1,Ks
56003.303034,13.7790,0.0199,,,,,,,,,0.629,4.00,5398.12,0.0946,1.3900,0.4695,1,Ks
56003.303792,13.8089,0.0242,,,,,,,,,0.678,4.00,5386.08,0.0991,1.3900,1.3923,1,Ks
56006.391275,13.7926,0.0171,,,,,,,,,0.595,4.00,4836.52,0.1352,1.7400,0.5891,1,Ks
56006.392124,13.7680,0.0156,,,,,,,,,0.634,4.00,4818.10,0.0804,1.1300,1.0740,1,Ks
56081.283167,13.9761,0.0827,,,,,,,,,1.359,4.00,4755.77,0.1139,1.6700,2.9282,1,Ks
56081.284154,14.0799,0.1023,,,,,,,,,1.359,4.00,4748.66,0.1216,1.6300,6.1188,1,Ks
56086.277564,13.7853,0.0215,,,,,,,,,0.764,4.00,3865.00,0.0729,1.2700,1.3942,1,Ks
56086.278541,13.7614,0.0141,,,,,,,,,0.725,4.00,3829.04,0.0929,0.8000,0.2275,1,Ks
56089.245425,13.9497,0.0147,,,,,,,,,0.687,4.00,4099.62,0.1696,1.1400,0.2043,1,Ks
56089.246469,13.9222,0.0190,,,,,,,,,0.660,4.00,4163.99,0.1256,1.2200,0.6351,1,Ks
56095.152262,13.8697,0.0174,,,,,,,,,0.649,4.00,4334.79,0.0951,1.0400,2.4020,1,Ks
56095.153209,13.8357,0.0183,,,,,,,,,0.679,4.00,4359.69,0.0866,1.1800,0.5729,1,Ks
56096.251093,13.7555,0.0203,,,,,,,,,0.753,4.00,3874.72,0.0630,1.0300,0.1286,1,Ks
56096.252027,13.7634,0.0166,,,,,,,,,0.759,4.00,3904.86,0.0824,0.9700,2.1338,1,Ks
56107.092141,13.9205,0.0151,,,,,,,,,0.657,4.00,4893.08,0.0988,0.9500,0.5999,1,Ks
56107.093083,13.8879,0.0240,,,,,,,,,0.629,4.00,4977.46,0.0925,1.5600,0.4991,1,Ks
56112.200211,14.0258,0.0338,,,,,,,,,0.833,4.00,3920.00,0.1609,1.6200,2.3617,1,Ks
56112.201217,13.9724,0.0229,,,,,,,,,0.643,4.00,3917.44,0.0793,1.3000,1.2460,1,Ks
56114.028552,13.7680,0.0748,,,,,,,,,1.317,4.00,4070.32,0.1342,1.4400,0.1693,1,Ks
56114.029330,13.7833,0.0441,,,,,,,,,1.125,4.00,4096.07,0.0756,0.9300,0.3963,1,Ks
56115.196119,13.8605,0.0155,,,,,,,,,0.628,4.00,3633.07,0.0716,1.1500,0.7282,1,Ks
56115.196972,13.8434,0.0213,,,,,,,,,0.597,4.00,3615.65,0.0784,1.8500,1.2354,1,Ks
56116.087810,13.7771,0.0209,,,,,,,,,0.524,4.00,4029.32,0.1292,1.9000,0.6389,1,Ks
56116.088666,13.8382,0.0275,,,,,,,,,0.570,4.00,4009.32,0.1081,2.1000,0.0700,1,Ks
56121.217228,13.8374,0.0321,,,,,,,,,0.916,4.00,4340.81,0.0883,1.0900,0.6842,1,Ks
56121.218150,13.8251,0.0261,,,,,,,,,0.828,4.00,4353.65,0.0642,1.3600,0.4521,1,Ks
56125.244814,14.0392,0.0413,,,,,,,,,0.977,4.00,4805.61,0.0739,1.4100,0.2049,1,Ks
56125.245584,14.0040,0.0318,,,,,,,,,0.907,4.00,4766.58,0.0948,1.1600,0.0518,1,Ks
56127.134089,13.7830,0.0182,,,,,,,,,0.703,4.00,5538.17,0.1346,1.3500,0.0858,1,Ks
56127.134988,13.7888,0.0137,,,,,,,,,0.654,4.00,5486.06,0.1099,1.0100,0.0578,1,Ks
56134.157661,13.9848,0.0225,,,,,,,,,0.755,4.00,4238.50,0.1168,1.4300,2.4008,1,Ks
56134.158456,13.9984,0.0187,,,,,,,,,0.703,4.00,4268.23,0.0872,1.2700,0.1093,1,Ks
56140.147283,13.7669,0.0245,,,,,,,,,0.841,4.00,3358.24,0.0565,0.9200,0.3281,1,Ks
56140.148111,13.7709,0.0271,,,,,,,,,0.944,4.00,3357.27,0.0552,0.9400,0.1390,1,Ks
56141.115536,13.7999,0.0294,,,,,,,,,0.838,4.00,3325.85,0.0577,1.3300,0.8430,1,Ks
56141.116383,13.8278,0.0210,,,,,,,,,0.813,4.00,3321.42,0.0771,1.1800,0.0005,1,Ks
56142.996899,13.8320,0.0353,,,,,,,,,1.113,4.00,4445.18,0.0651,0.8700,0.0498,1,Ks
56142.997713,13.8338,0.0403,,,,,,,,,1.101,4.00,4464.90,0.1020,0.7900,0.8000,1,Ks
56152.097665,13.8596,0.0450,,,,,,,,,1.010,4.00,4152.07,0.0738,1.2600,0.6683,1,Ks
56152.098445,13.8215,0.0237,,,,,,,,,0.816,4.00,4146.73,0.1372,1.0500,0.6612,1,Ks
56154.097550,13.8871,0.0172,,,,,,,,,0.626,4.00,4209.51,0.1134,1.3400,0.0936,1,Ks
56154.098330,13.8629,0.0186,,,,,,,,,0.581,4.00,4234.18,0.1022,1.2400,0.0058,1,Ks
56154.983118,13.8562,0.0230,,,,,,,,,0.769,4.00,4404.27,0.1024,1.3600,1.6382,1,Ks
56154.983910,13.8671,0.0268,,,,,,,,,0.817,4.00,4381.94,0.0949,1.2000,0.6392,1,Ks
56157.115702,14.0605,0.0357,,,,,,,,,0.951,4.00,3425.56,0.0922,1.2500,0.6526,1,Ks
56157.116491,14.0076,0.0384,,,,,,,,,0.987,4.00,3466.44,0.0584,1.4300,0.1034,1,Ks
56158.149727,14.0104,0.0264,,,,,,,,,0.823,4.00,4939.08,0.0865,1.0800,1.6883,1,Ks
56158.150502,14.0058,0.0209,,,,,,,,,0.729,4.00,4964.04,0.0706,1.3500,0.0002,1,Ks
56168.093639,13.9917,0.0271,,,,,,,,,0.812,4.00,5417.85,0.0658,1.2000,0.6044,1,Ks
56168.094443,14.0148,0.0147,,,,,,,,,0.673,4.00,5409.96,0.0838,1.0300,1.1381,1,Ks
56180.024614,13.8023,0.0187,,,,,,,,,0.756,4.00,5383.64,0.0773,1.2300,0.3198,1,Ks
56180.025398,13.8369,0.0184,,,,,,,,,0.744,4.00,5416.83,0.0699,1.2600,0.1080,1,Ks
56183.043351,13.7983,0.0197,,,,,,,,,0.584,4.00,5717.01,0.0972,1.5500,0.5340,1,Ks
56183.044219,13.7811,0.0151,,,,,,,,,0.583,4.00,5714.38,0.0938,1.3300,0.0915,1,Ks
56190.024719,13.9013,0.0195,,,,,,,,,0.576,4.00,4732.23,0.1160,1.5200,1.5752,1,Ks
56190.025491,13.9689,0.0222,,,,,,,,,0.622,4.00,4700.12,0.1152,1.5100,0.4554,1,Ks
56206.038423,13.7359,0.0340,,,,,,,,,1.055,4.00,5050.71,0.0551,1.2500,0.3453,1,Ks
56215.003203,13.8060,0.0176,,,,,,,,,0.608,4.00,6783.08,0.0758,1.3000,0.2766,1,Ks
56215.003994,13.8138,0.0177,,,,,,,,,0.626,4.00,6752.70,0.0790,1.0400,0.1037,1,Ks
56367.350621,13.8369,0.0182,,,,,,,,,0.592,4.00,4921.79,0.0910,1.0800,1.1128,1,Ks
56367.351398,13.8789,0.0148,,,,,,,,,0.623,4.00,4896.95,0.1210,1.0000,0.9237,1,Ks
56377.381540,14.0362,0.0158,,,,,,,,,0.573,4.00,4898.08,0.1118,1.2900,2.1390,1,Ks
56377.382768,14.0346,0.0178,,,,,,,,,0.602,4.00,4911.07,0.1227,1.3200,2.8494,1,Ks
56488.051600,13.8007,0.0187,,,,,,,,,0.698,4.00,5523.59,0.1235,1.6700,0.6403,1,Ks
56488.052404,13.8332,0.0169,,,,,,,,,0.633,4.00,5504.17,0.1152,1.0200,1.6019,1,Ks
56497.160241,13.8244,0.0245,,,,,,,,,0.861,4.00,4127.95,0.0759,1.0400,1.1819,1,Ks
56497.161056,13.8225,0.0199,,,,,,,,,0.793,4.00,4112.56,0.0793,1.0400,0.5302,1,Ks
56498.173793,13.8748,0.0271,,,,,,,,,0.913,4.00,4459.35,0.0751,0.8300,1.0567,1,Ks
56498.174566,13.8927,0.0370,,,,,,,,,0.962,4.00,4469.98,0.1080,1.3900,0.8429,1,Ks
56505.981465,13.9839,0.0214,,,,,,,,,0.715,4.00,4311.70,0.1072,1.2300,0.3224,1,Ks
56505.982218,14.0239,0.0271,,,,,,,,,0.749,4.00,4305.26,0.0802,1.5500,2.5376,1,Ks
56506.105087,13.7835,0.0258,,,,,,,,,0.862,4.00,4042.34,0.0762,1.1900,0.4432,1,Ks
56506.105859,13.8176,0.0249,,,,,,,,,0.802,4.00,4010.94,0.0779,1.1100,0.2582,1,Ks
56506.164956,13.7696,0.0257,,,,,,,,,0.868,4.00,3792.43,0.0662,1.3000,1.1528,1,Ks
56506.165751,13.7914,0.0285,,,,,,,,,0.860,4.00,3788.74,0.0647,1.2300,3.7675,1,Ks
56509.097319,14.0120,0.0176,,,,,,,,,0.603,4.00,4840.12,0.1101,1.3700,0.0539,1,Ks
56509.098218,14.0315,0.0269,,,,,,,,,0.544,4.00,4823.57,0.1090,1.7500,1.6137,1,Ks
56509.207098,13.7960,0.0201,,,,,,,,,0.709,4.00,4993.37,0.0728,1.3600,0.5173,1,Ks
56509.207897,13.8153,0.0194,,,,,,,,,0.705,4.00,4998.78,0.0722,1.2900,0.2418,1,Ks
56510.095805,13.9858,0.0194,,,,,,,,,0.698,4.00,5210.63,0.0904,1.1300,3.0993,1,Ks
56510.096628,13.9547,0.0186,,,,,,,,,0.711,4.00,5200.33,0.1170,1.1300,0.0719,1,Ks
56511.159530,13.9978,0.0225,,,,,,,,,0.596,4.00,5180.05,0.1126,1.3200,0.1437,1,Ks
56511.160337,14.0196,0.0206,,,,,,,,,0.609,4.00,5162.50,0.1048,1.2100,0.7040,1,Ks
56517.978348,13.9213,0.0230,,,,,,,,,0.831,4.00,5942.17,0.1160,1.0300,1.8208,1,Ks
56517.979163,13.9580,0.0235,,,,,,,,,0.858,4.00,5900.93,0.1251,0.9000,1.1968,1,Ks
56518.151997,13.7888,0.0193,,,,,,,,,0.788,4.00,5023.41,0.1699,1.0600,0.0168,1,Ks
56518.152819,13.8006,0.0196,,,,,,,,,0.708,4.00,5079.75,0.1123,1.6600,0.2207,1,Ks
56523.059690,13.8289,0.0117,,,,,,,,,0.584,4.00,4891.11,0.1203,0.9900,0.0436,1,Ks
56523.060503,13.8064,0.0211,,,,,,,,,0.518,4.00,4878.29,0.1086,1.5100,1.3959,1,Ks
56531.060335,14.0041,0.0272,,,,,,,,,0.866,4.00,4513.46,0.0926,1.2500,0.0853,1,Ks
56531.061158,14.0084,0.0240,,,,,,,,,0.850,4.00,4515.43,0.0697,1.3400,0.2126,1,Ks
56532.055816,13.9891,0.0163,,,,,,,,,0.626,4.00,5218.58,0.1307,1.0300,0.0517,1,Ks
56532.056608,13.9953,0.0216,,,,,,,,,0.650,4.00,5211.88,0.0826,1.2100,0.4219,1,Ks
56541.059908,13.8427,0.0143,,,,,,,,,0.630,4.00,5906.88,0.0831,1.0900,1.2126,1,Ks
56541.060698,13.8500,0.0204,,,,,,,,,0.637,4.00,5924.04,0.0965,1.2800,0.8988,1,Ks
56542.054967,13.9760,0.0266,,,,,,,,,0.722,4.00,6267.54,0.0671,1.2800,0.3433,1,Ks
56542.055778,13.9533,0.0330,,,,,,,,,0.950,4.00,6255.27,0.0694,1.0900,0.5830,1,Ks
56556.019015,13.8711,0.0318,,,,,,,,,0.791,4.00,3819.09,0.0785,1.2300,0.1606,1,Ks
56556.019843,13.8482,0.0181,,,,,,,,,0.737,4.00,3794.30,0.0735,1.1200,0.4268,1,Ks
56567.991123,13.7685,0.0166,,,,,,,,,0.653,4.00,4816.31,0.0929,1.4200,0.2173,1,Ks
56567.991933,13.8014,0.0228,,,,,,,,,0.657,4.00,4761.15,0.1072,1.5900,0.0021,1,Ks
56570.034826,13.7770,0.0225,,,,,,,,,0.739,4.00,5171.82,0.0717,1.3400,1.7853,1,Ks
56570.035575,13.7755,0.0229,,,,,,,,,0.784,4.00,5185.17,0.0800,1.2600,0.6790,1,Ks
56572.021592,13.7513,0.0226,,,,,,,,,0.775,4.00,5210.69,0.0742,1.3200,1.8888,1,Ks
56572.022380,13.7283,0.0272,,,,,,,,,0.893,4.00,5218.48,0.1060,1.2800,0.9765,1,Ks
56583.011464,13.8073,0.0453,,,,,,,,,1.114,4.00,6192.34,0.0946,0.9800,3.9087,1,Ks
56583.012259,13.7371,0.0317,,,,,,,,,1.003,4.00,6178.54,0.0893,1.2100,1.0492,1,Ks
56776.194075,13.8105,0.0352,,,,,,,,,0.870,4.00,5478.96,0.0586,1.0600,1.1979,1,Ks
56776.194857,13.8200,0.0266,,,,,,,,,0.805,4.00,5383.27,0.0914,0.9100,0.2758,1,Ks
56804.184072,13.8367,0.0371,,,,,,,,,0.734,4.00,5066.41,0.0579,0.9300,1.0929,1,Ks
56804.184917,13.8230,0.0270,,,,,,,,,0.692,4.00,5018.18,0.0617,0.7800,0.7849,1,Ks
56814.161177,13.8063,0.0196,,,,,,,,,0.562,4.00,4170.11,0.0911,1.2800,1.6244,1,Ks
56814.161970,13.7808,0.0202,,,,,,,,,0.605,4.00,4130.51,0.0677,1.4400,1.5364,1,Ks
56872.119657,13.8185,0.0165,,,,,,,,,0.606,4.00,5231.67,0.1187,1.3500,0.1153,1,Ks
56872.120468,13.8174,0.0188,,,,,,,,,0.663,4.00,5223.36,0.0855,1.3300,0.9063,1,Ks
56872.131579,13.8114,0.0187,,,,,,,,,0.609,4.00,5300.63,0.1301,1.5400,0.4853,1,Ks
56872.132430,13.8138,0.0121,,,,,,,,,0.583,4.00,5302.00,0.1013,0.8300,0.0922,1,Ks
56872.143419,13.7957,0.0175,,,,,,,,,0.537,4.00,5305.85,0.1305,1.3300,1.2759,1,Ks
56872.144177,13.8032,0.0162,,,,,,,,,0.606,4.00,5312.96,0.1602,1.1800,0.0851,1,Ks
56872.155401,13.8000,0.0177,,,,,,,,,0.603,4.00,5317.10,0.1114,1.3100,0.2500,1,Ks
56872.156218,13.7928,0.0186,,,,,,,,,0.607,4.00,5317.21,0.1158,1.2500,0.3910,1,Ks
56872.167315,13.7833,0.0166,,,,,,,,,0.641,4.00,5372.06,0.0885,1.1300,1.5452,1,Ks
56872.168206,13.8077,0.0219,,,,,,,,,0.624,4.00,5387.28,0.0771,1.6100,0.5894,1,Ks
56872.179402,13.7928,0.0155,,,,,,,,,0.638,4.00,5415.26,0.0976,1.1600,1.5016,1,Ks
56872.180181,13.7970,0.0266,,,,,,,,,0.666,4.00,5423.33,0.1004,1.6000,0.5101,1,Ks
56872.191996,13.7844,0.0144,,,,,,,,,0.660,4.00,5364.41,0.0863,1.1100,0.5902,1,Ks
56872.192804,13.7702,0.0189,,,,,,,,,0.625,4.00,5342.00,0.0734,1.2500,0.7486,1,Ks
56885.165106,13.8526,0.0186,,,,,,,,,0.735,4.00,4708.93,0.1139,1.1500,0.2064,1,Ks
56885.165909,13.8412,0.0187,,,,,,,,,0.755,4.00,4726.21,0.1132,1.1600,0.1014,1,Ks
56922.112122,14.0238,0.0248,,,,,,,,,0.771,4.00,5958.96,0.1006,1.3400,0.2487,1,Ks
56922.113303,14.0272,0.0329,,,,,,,,,0.875,4.00,6016.65,0.0751,1.3800,0.6775,1,Ks
57215.027006,13.8654,0.0178,,,,,,,,,0.643,4.00,6542.54,0.0758,1.0100,0.1060,1,Ks
57215.027774,13.8926,0.0173,,,,,,,,,0.636,4.00,6498.04,0.0712,0.9300,0.2860,1,Ks
57226.181574,13.7880,0.0223,,,,,,,,,0.793,4.00,4520.60,0.0764,0.9400,0.6140,1,Ks
57226.182365,13.7914,0.0255,,,,,,,,,0.727,4.00,4486.49,0.0909,1.2900,2.9981,1,Ks
57227.034997,13.9260,0.0152,,,,,,,,,0.595,4.00,4667.63,0.0663,0.9800,0.4673,1,Ks
57227.035807,13.9313,0.0205,,,,,,,,,0.615,4.00,4662.92,0.0834,1.3000,0.6003,1,Ks
57253.151622,14.1147,0.0377,,,,,,,,,1.090,4.00,4628.48,0.0820,1.1300,0.2161,1,Ks
57253.152348,14.0796,0.0385,,,,,,,,,1.002,4.00,4646.60,0.0618,1.3500,0.0250,1,Ks
57261.149588,14.3328,0.0546,,,,,,,,,0.924,4.00,5906.12,0.1195,1.9700,1.3544,1,Ks
57261.150310,13.8222,0.0269,,,,,,,,,0.894,4.00,5945.46,0.1296,1.0300,1.4517,1,Ks
57261.160556,13.7786,0.0455,,,,,,,,,1.112,4.00,5857.87,0.0771,1.1400,0.4871,1,Ks
57261.161229,13.7782,0.0290,,,,,,,,,0.944,4.00,5836.87,0.0746,0.9000,0.3172,1,Ks
57262.085649,,,,,15.4883,0.0091,,,,,0.875,10.00,665.20,0.0520,0.4200,0.2003,1,Y
57262.087905,,,,,15.4804,0.0098,,,,,0.834,10.00,661.91,0.0927,0.4500,5.2266,1,Y
57262.090063,,,16.0605,0.0121,,,,,,,0.942,10.00,268.11,0.0567,0.3600,0.1566,1,Z
57262.091024,,,16.0574,0.0083,,,,,,,0.937,10.00,265.54,0.0575,0.3200,0.0994,1,Z
57277.073476,,,,,,,,,14.0846,0.0185,0.667,4.00,3101.62,0.0756,1.6500,0.1896,1,H
57277.074292,,,,,,,,,14.0911,0.0247,0.764,4.00,3160.98,0.0770,1.3600,0.5252,1,H
57277.075987,13.8349,0.0170,,,,,,,,,0.664,4.00,4136.05,0.0697,1.1900,0.4639,1,Ks
57277.076775,13.8212,0.0186,,,,,,,,,0.681,4.00,4138.23,0.0778,1.3200,1.0906,1,Ks
57277.078536,,,,,,,14.7477,0.0130,,,0.711,6.00,860.93,0.0804,0.9900,3.2336,1,J
57277.079661,,,,,,,14.7419,0.0115,,,0.794,6.00,855.18,0.0711,0.7000,0.1129,1,J
57583.096029,13.8949,0.0274,,,,,,,,,0.740,4.00,3551.11,0.0813,1.3300,0.4245,1,Ks
57583.096859,13.8794,0.0302,,,,,,,,,0.866,4.00,3525.48,0.0861,1.3900,0.3462,1,Ks
57925.354667,13.8462,0.0603,,,,,,,,,1.147,4.00,5130.78,0.0867,1.2000,0.0871,1,Ks
57934.099710,13.9965,0.0212,,,,,,,,,0.612,4.00,5061.23,0.1036,1.3700,1.0108,1,Ks
57934.100449,13.9952,0.0195,,,,,,,,,0.607,4.00,5056.49,0.0938,1.2300,1.0818,1,Ks
58211.381424,13.7771,0.0391,,,,,,,,,1.018,4.00,4558.48,0.0599,1.0000,0.3586,1,Ks
58211.382153,14.2960,0.1358,,,,,,,,,1.340,4.00,4579.90,0.0659,1.6200,6.5970,1,Ks
58239.369230,13.9273,0.0239,,,,,,,,,0.640,4.00,7583.19,0.0786,1.5900,0.2082,1,Ks
58239.370008,13.9792,0.0167,,,,,,,,,0.654,4.00,7609.38,0.0781,0.9200,1.1001,1,Ks
58264.240831,13.7545,0.0180,,,,,,,,,0.693,4.00,5242.73,0.1680,1.2700,1.6563,1,Ks
58264.241781,13.7607,0.0189,,,,,,,,,0.715,4.00,5208.71,0.0961,1.2100,0.2426,1,Ks
58335.228978,13.7874,0.0389,,,,,,,,,1.029,4.00,5073.54,0.0716,1.0300,0.6868,1,Ks
58335.229713,13.7984,0.0411,,,,,,,,,1.049,4.00,5049.64,0.0657,1.3000,0.2219,1,Ks
58343.073840,13.7572,0.0317,,,,,,,,,0.884,4.00,4603.52,0.1178,1.4200,0.6450,1,Ks
58343.074713,13.8058,0.0135,,,,,,,,,0.658,4.00,4568.42,0.1143,0.9800,0.1445,1,Ks
58346.002461,13.8325,0.0241,,,,,,,,,0.740,4.00,4744.05,0.0968,1.5600,0.7622,1,Ks
58346.003262,13.8336,0.0158,,,,,,,,,0.677,4.00,4717.97,0.1062,1.1700,0.0193,1,Ks
58357.036962,14.0124,0.0235,,,,,,,,,0.741,4.00,4664.35,0.0759,1.4000,1.0272,1,Ks
58357.037798,14.0025,0.0220,,,,,,,,,0.702,4.00,4653.15,0.1035,1.4800,0.0636,1,Ks
58361.020311,13.7675,0.0161,,,,,,,,,0.721,4.00,4529.88,0.1448,1.0500,0.3424,1,Ks
58361.021140,13.7323,0.0181,,,,,,,,,0.708,4.00,4518.76,0.1225,1.2300,0.1781,1,Ks
58363.046818,13.7859,0.0292,,,,,,,,,0.864,4.00,3813.74,0.1034,1.1100,0.4885,1,Ks
58363.047546,13.7681,0.0214,,,,,,,,,0.766,4.00,3815.53,0.0874,1.3100,2.1616,1,Ks
58366.022859,,,,,,,14.8202,0.0154,,,0.716,10.00,1643.69,0.1031,1.2800,0.6267,1,J
58366.025769,,,,,,,,,,,0.850,10.00,1662.56,0.1787,2.4300,43.9807,1,J
58368.122140,,,,,,,14.7470,0.0185,,,0.908,10.00,1863.94,0.1149,0.9100,1.2334,1,J
58368.124583,,,,,,,14.7496,0.0395,,,1.107,10.00,2033.33,0.0650,1.0500,0.3929,1,J
58564.334711,,,,,,,,,14.0955,0.0192,0.601,6.00,4568.65,0.1043,2.0000,1.1337,1,H
58564.335930,,,,,,,,,14.0811,0.0131,0.589,6.00,4629.00,0.0945,1.6000,0.4285,1,H
58564.338534,13.8671,0.0207,,,,,,,,,0.588,4.00,5028.58,0.0975,1.8500,0.1385,1,Ks
58564.339312,13.8601,0.0179,,,,,,,,,0.571,4.00,5011.21,0.0844,1.2600,1.4825,1,Ks
58564.341073,,,,,,,14.7580,0.0111,,,0.625,10.00,1312.59,0.1012,1.1400,0.8517,1,J
58564.343232,,,,,,,14.7563,0.0147,,,0.645,10.00,1296.35,0.1109,1.1400,1.7014,1,J
58573.359426,,,,,,,14.7287,0.0122,,,0.895,10.00,1690.64,0.0668,0.6400,1.9369,1,J
58573.361596,,,,,,,14.7350,0.0226,,,0.926,10.00,1672.72,0.1396,1.0600,0.0679,1,J
58574.396545,,,,,,,14.6739,0.0198,,,0.945,10.00,1207.48,0.0561,0.8100,0.1169,1,J
58582.350827,13.8616,0.0162,,,,,,,,,0.632,4.00,4659.04,0.1316,1.2400,0.1145,1,Ks
58582.351584,13.8448,0.0213,,,,,,,,,0.603,4.00,4650.56,0.1215,1.5500,0.3692,1,Ks
56206.037642,,,,,,,,,,,1.346,4.00,5053.12,0.0757,,,0,Ks
57925.353960,,,,,,,,,,,1.177,4.00,5126.38,0.0733,,,0,Ks
