mjd,ks_mag,ks_err,z_mag,z_err,y_mag,y_err,j_mag,j_err,h_mag,h_err,seeing,exptime,skylevel,ellipticity,chi,ast_res_chisq,detected,filter
56587.021261,14.9001,0.0360,,,,,,,,,0.834,4.00,6587.85,0.0780,1.3800,0.4136,1,Ks
56746.299144,14.6967,0.0306,,,,,,,,,0.903,4.00,4239.13,0.0793,0.8700,0.2948,1,Ks
56746.299540,14.6991,0.0275,,,,,,,,,0.794,4.00,4226.50,0.0657,0.9800,0.4725,1,Ks
56815.235149,14.8132,0.0288,,,,,,,,,0.737,4.00,3598.98,0.0899,1.0600,0.0840,1,Ks
56815.254749,14.8094,0.0289,,,,,,,,,0.853,4.00,3750.40,0.1519,1.1700,0.4311,1,Ks
56816.079619,14.6311,0.0361,,,,,,,,,1.023,4.00,4274.04,0.0732,0.7700,0.4018,1,Ks
56816.080014,14.5953,0.0339,,,,,,,,,1.003,4.00,4240.33,0.0608,0.8800,0.3398,1,Ks
56817.105030,14.5720,0.0305,,,,,,,,,0.885,4.00,4824.27,0.0537,1.1200,2.6269,1,Ks
56817.105457,14.5449,0.0246,,,,,,,,,0.801,4.00,4860.73,0.0617,1.0400,0.1077,1,Ks
56853.159219,14.6624,0.0258,,,,,,,,,0.599,4.00,5417.02,0.0884,1.1800,1.3450,1,Ks
56853.159679,14.6712,0.0272,,,,,,,,,0.638,4.00,5411.21,0.0839,1.1700,0.5712,1,Ks
56872.024985,14.8160,0.0263,,,,,,,,,0.654,4.00,5628.40,0.0643,1.3400,0.0697,1,Ks
56872.025401,14.8741,0.0351,,,,,,,,,0.677,4.00,5642.07,0.0823,1.6100,1.6079,1,Ks
56872.037674,14.8470,0.0284,,,,,,,,,0.729,4.00,5496.81,0.1185,1.1800,0.3148,1,Ks
56872.038094,14.8057,0.0356,,,,,,,,,0.697,4.00,5497.21,0.0991,1.4800,0.1508,1,Ks
56872.050985,14.7744,0.0285,,,,,,,,,0.629,4.00,5422.18,0.1138,1.5300,0.1235,1,Ks
56872.051426,14.8023,0.0292,,,,,,,,,0.608,4.00,5437.23,0.0922,1.3200,0.7353,1,Ks
56874.026186,14.8887,0.0410,,,,,,,,,1.057,4.00,5156.92,0.1262,0.9400,0.0281,1,Ks
56874.026622,14.8923,0.0508,,,,,,,,,1.038,4.00,5155.97,0.1268,0.9500,0.6791,1,Ks
56874.039408,14.8945,0.0463,,,,,,,,,0.925,4.00,5090.81,0.1089,1.0200,0.0120,1,Ks
56874.039836,14.8607,0.0368,,,,,,,,,0.787,4.00,5099.87,0.0967,1.2000,0.0846,1,Ks
56874.100599,14.8659,0.0250,,,,,,,,,0.671,4.00,5115.38,0.1008,1.3600,5.8794,1,Ks
56874.101040,14.8702,0.0319,,,,,,,,,0.718,4.00,5126.92,0.0633,1.1600,0.1791,1,Ks
56874.114524,14.8002,0.0372,,,,,,,,,0.775,4.00,5021.12,0.1383,1.2900,0.9290,1,Ks
56874.114949,14.7882,0.0313,,,,,,,,,0.888,4.00,5022.52,0.1388,1.1300,0.0076,1,Ks
56874.126703,14.6941,0.0295,,,,,,,,,0.771,4.00,4934.27,0.0681,1.2500,0.4912,1,Ks
56874.127134,14.7267,0.0240,,,,,,,,,0.697,4.00,4936.44,0.1285,0.9900,0.4430,1,Ks
56874.141650,14.6577,0.0300,,,,,,,,,0.594,4.00,4860.70,0.0828,1.2700,0.4825,1,Ks
56874.142077,14.6785,0.0243,,,,,,,,,0.627,4.00,4857.11,0.0939,1.2300,0.2576,1,Ks
56887.148190,14.9444,0.0401,,,,,,,,,0.841,4.00,5491.12,0.0742,1.0900,0.6281,1,Ks
56887.148603,14.8599,0.0304,,,,,,,,,0.733,4.00,5478.28,0.0944,1.2000,0.6470,1,Ks
56912.025719,14.6538,0.0233,,,,,,,,,0.668,4.00,4663.69,0.0663,1.0900,1.3512,1,Ks
56912.026179,14.6582,0.0255,,,,,,,,,0.760,4.00,4689.67,0.0643,1.0500,2.2766,1,Ks
56924.110431,14.5820,0.0338,,,,,,,,,0.872,4.00,5232.26,0.0901,0.9600,0.5852,1,Ks
57199.034265,14.6507,0.0390,,,,,,,,,0.777,4.00,6321.39,0.2785,1.4300,0.2089,1,Ks
57199.034875,14.6305,0.0261,,,,,,,,,0.803,4.00,6297.75,0.2422,0.8500,0.0452,1,Ks
57241.045652,14.5892,0.0237,,,,,,,,,0.714,4.00,5999.10,0.0640,1.2700,0.2301,1,Ks
57241.046036,14.6018,0.0228,,,,,,,,,0.704,4.00,6005.21,0.0801,1.1000,2.9202,1,Ks
57264.144854,14.7230,0.1008,,,,,,,,,1.603,4.00,6336.13,0.0601,1.0300,0.9164,1,Ks
57264.145217,14.6127,0.0904,,,,,,,,,1.335,4.00,6320.02,0.0710,0.9100,1.6465,1,Ks
57269.025787,,,,,,,,,14.8584,0.0272,0.851,4.00,5054.88,0.0846,1.3200,0.0745,1,H
57269.026151,,,,,,,,,14.8256,0.0186,0.779,4.00,5090.55,0.0794,1.1900,0.1523,1,H
57269.028218,14.6014,0.0274,,,,,,,,,0.726,4.00,5828.00,0.0869,1.2200,0.9287,1,Ks
57269.028578,14.6440,0.0290,,,,,,,,,0.732,4.00,5823.35,0.0717,1.4000,1.1356,1,Ks
57269.032502,,,,,,,15.1900,0.0090,,,0.779,6.00,1538.49,0.0745,0.4800,0.5641,1,J
57269.033081,,,,,,,15.2021,0.0145,,,0.816,6.00,1526.01,0.0685,0.7000,0.1067,1,J
57272.052809,14.7400,0.0948,,,,,,,,,1.535,4.00,4951.52,0.0579,0.8500,0.6642,1,Ks
57272.053165,14.5715,0.0730,,,,,,,,,1.340,4.00,4981.06,0.0604,0.7800,1.1661,1,Ks
57272.996111,14.7439,0.0321,,,,,,,,,0.930,4.00,4374.27,0.0924,0.8700,0.0545,1,Ks
57272.996498,14.7369,0.0438,,,,,,,,,1.061,4.00,4370.73,0.1139,0.7900,0.0054,1,Ks
57280.035166,,,,,15.5203,0.0101,,,,,0.701,10.00,488.55,0.0787,0.5200,1.5248,1,Y
57280.035621,,,,,15.5256,0.0182,,,,,0.719,10.00,489.99,0.0779,0.9000,3.9220,1,Y
57280.038203,,,15.9512,0.0136,,,,,,,0.824,10.00,183.34,0.0721,0.7700,1.4215,1,Z
57280.038675,,,15.9505,0.0080,,,,,,,0.766,10.00,186.57,0.0833,0.4100,1.0597,1,Z
57576.126796,14.8848,0.0438,,,,,,,,,0.825,4.00,4257.75,0.1022,1.1100,0.1224,1,Ks
57576.127226,14.9249,0.0397,,,,,,,,,0.814,4.00,4233.85,0.0932,1.0600,1.2423,1,Ks
57876.358242,14.6401,0.0475,,,,,,,,,1.097,4.00,5985.38,0.0742,0.8800,0.9782,1,Ks
57876.358664,14.6335,0.0442,,,,,,,,,1.084,4.00,5946.17,0.0807,0.9500,0.2507,1,Ks
56924.109866,,,,,,,,,,,0.857,4.00,5182.90,0.0767,,,0,Ks
